식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),알코올(g),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
P110-400040000-0646,중기2 흰살생선시금치죽,P,가공식품,1,가공식품,10,특수영양식품,10400,영·유아용 이유식,1000004,영·유아용 이유식,100000400,해당없음,00,해당없음,100g,38,,1.50,0.23,,7.50,0.41,,,,,,15,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,160g,200303806612085,(주)베베쿡,해당없음,해당없음,N,,해당없음,2,수집,2026-01-14,2026-07-28 00:00:00
P101-501000500-3365,준 모찌,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01501,떡,0100000,해당없음,010000005,떡류,00,해당없음,100g,225,,4.00,0.60,,51.00,18.00,,136,,,,0,,,,,,,,,0.00,0.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,1000g,15JP13D00D6,MARUHO INC.  ASHIKAGA FACTORY,(주)에코에프엔비,해당없음,Y,392,일본,2,수집,2023-06-15,2026-07-28 00:00:00
P123-207020300-0967,주부9단 한우미역국,P,가공식품,1,가공식품,23,즉석식품류,23207,국/탕류,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,16,,2.00,0.40,,1.11,0.44,,,,,,211,,,,,,,,,4.44,0.07,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,250ml(g),450g,2015035506672,CK푸드원,해당없음,㈜ 농협목우촌,N,,해당없음,2,수집,2022-12-29,2026-07-28 00:00:00
P101-203000200-0834,종합박하향캔디,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01203,사탕,0100000,해당없음,010000002,캔디류,00,해당없음,100g,385,,0.00,0.30,,95.60,71.60,,,,,,2,,,,,,,,,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,700g,2011037013510,다산식품,해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P101-107000100-0832,조청 오란다,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01107,전통과자,0100000,해당없음,010000001,과자,00,해당없음,100g,418,,8.00,11.00,,71.00,35.00,,,,,,160,,,,,,,,,0.00,3.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,100g,2020036185519,(주)모애당,해당없음,해당없음,N,,해당없음,2,수집,2024-11-11,2026-07-28 00:00:00
P109-102010200-1855,조선홍삼진액,P,가공식품,1,가공식품,09,음료류,09102,액상차,0900001,다류,090000102,액상차,00,해당없음,100ml,96,,0.00,0.00,,24.00,10.00,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,1000ml,2021049159014,후레쉬.com,해당없음,해당없음,N,,해당없음,2,수집,2024-06-25,2026-07-28 00:00:00
P120-301030100-0286,조미오징어다리,P,가공식품,1,가공식품,20,수산가공식품류,20301,조미건어포,2000003,건포류,200000301,조미건어포,00,해당없음,100g,320,,45.00,0.50,,34.00,13.00,,,,,,1230,,,,,,,,,0.69,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,15g,100g,19870533003246,정화식품(주),해당없음,해당없음,N,,해당없음,2,수집,2024-12-16,2026-07-28 00:00:00
P123-305020300-0474,조르니키친 야심포차 매운 닭근위 볶음,P,가공식품,1,가공식품,23,즉석식품류,23305,기타 즉석식품,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,130,,16.80,3.60,,7.60,4.80,,,,,,528,,,,,,,,,240.00,0.92,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,250g,2022051213943,(주)에이치에스식품,해당없음,해당없음,N,,해당없음,2,수집,2024-06-11,2026-07-28 00:00:00
P101-205000200-1928,젤리블리 달고나,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01205,젤리,0100000,해당없음,010000002,캔디류,00,해당없음,100g,117,,0.00,0.00,,28.33,25.00,,,,,,67,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,60g,2024054349830,(주)엠디에스코리아4공장,해당없음,해당없음,N,,해당없음,2,수집,2024-12-18,2026-07-28 00:00:00
P116-705070500-0847,제카오(JECAO)-V1,P,가공식품,1,가공식품,16,농산가공식품류,16705,기타 농산가공품,1600007,기타 농산가공품류,160000705,기타 농산가공품,00,해당없음,100g,392,,24.90,10.30,,51.20,1.50,,,,,,19,,,,,,,,,1.20,6.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,2023043720219,(주)에이치엔노바텍,해당없음,해당없음,N,,해당없음,2,수집,2026-05-07,2026-07-28 00:00:00
P123-224020200-2299,제주우유 딸기샌드,P,가공식품,1,가공식품,23,즉석식품류,23224,샌드위치,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,185,,3.70,6.67,,23.70,9.63,,,,,,156,,,,,,,,,2.59,5.93,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150g,135g,201203626061025,(주)그린키친,해당없음,해당없음,N,,해당없음,2,수집,2023-12-31,2026-07-28 00:00:00
P109-103010300-0670,제주말차라떼,P,가공식품,1,가공식품,09,음료류,09103,고형차,0900001,다류,090000103,고형차,00,해당없음,100g,426,,4.75,14.01,,74.22,45.67,,,,,,225,,,,,,,,,3.08,12.43,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,360g,20060372438941,(주)꽃샘식품,해당없음,해당없음,N,,해당없음,2,수집,2026-04-23,2026-07-28 00:00:00
P113-101010100-0029,제주감귤초,P,가공식품,1,가공식품,13,조미식품,13101,식초,1300001,식초류,130000101,발효식초,00,해당없음,100ml,23,,0.40,0.00,,5.30,5.30,,,,,,9,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,5ml,200ml,2014062843217,주식회사제주자연초농업회사법인,해당없음,해당없음,N,,해당없음,2,수집,2022-12-29,2026-07-28 00:00:00
P120-104010400-1529,제주 딱새우어묵1,P,가공식품,1,가공식품,20,수산가공식품류,20104,어묵,2000001,어육가공품류,200000104,어묵,00,해당없음,100g,124,,11.50,4.10,,10.20,4.40,,,,,,602,,,,,,,,,27.00,0.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,100g,20110599122190,(주)부산해정식품,해당없음,해당없음,N,,해당없음,2,수집,2025-07-14,2026-07-28 00:00:00
P117-501050100-7221,제육볶음,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17501,양념육,1700005,양념육류(축산물가공품),170000501,양념육,00,해당없음,100g,280,,10.00,19.00,,17.00,9.00,,,,,,650,,,,,,,,,45.00,6.00,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,400g,20140262016235,(주)견우마을 제2공장,해당없음,해당없음,N,,해당없음,2,수집,2026-04-28,2026-07-28 00:00:00
P123-204020300-1353,제로볶이,P,가공식품,1,가공식품,23,즉석식품류,23204,즉석 면요리,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,119,,1.60,0.60,,26.70,0.00,,,,,,371,,,,,,,,,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,240g,20190378122142,주식회사나비야,해당없음,해당없음,N,,해당없음,2,수집,2025-09-23,2026-07-28 00:00:00
P120-600060000-3952,정호영 셰프의 기운센 민물장어구이,P,가공식품,1,가공식품,20,수산가공식품류,20600,기타 수산가공품,2000006,기타 수산물가공품,200000600,해당없음,00,해당없음,100g,288,,14.00,14.40,,25.70,19.70,,,,,,842,,,,,,,,,129.30,3.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,150g,20140128196142,(주)양산도에프엔비,해당없음,해당없음,N,,해당없음,2,수집,2026-06-15,2026-07-28 00:00:00
P117-501050200-0267,정지선 정통 중화 꿔바로우,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17501,양념육,1700005,양념육류(축산물가공품),170000502,분쇄가공육제품,00,해당없음,100g,210,,13.50,9.50,,17.50,0.34,,,,,,140,,,,,,,,,27.50,1.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,200g,20160476014294,참바다영어조합법인멀티센터,해당없음,해당없음,N,,해당없음,2,수집,2024-12-17,2026-07-28 00:00:00
P116-702070100-2838,정성껏키워찐제주어린쑥,P,가공식품,1,가공식품,16,농산가공식품류,16702,채소가공품,1600007,기타 농산가공품류,160000701,과·채가공품,00,해당없음,100g,39,,3.71,0.00,,6.79,0.00,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,300g,2012062776349,농업회사법인 주식회사 큰행복,해당없음,해당없음,N,,해당없음,2,수집,2026-04-21,2026-07-28 00:00:00
P123-208020300-1268,정량딱한끼 청국장 콩비지,P,가공식품,1,가공식품,23,즉석식품류,23208,찌개/전골류,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,78,,5.75,4.93,,2.74,0.82,,,,,,458,,,,,,,,,0.00,1.18,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml(g),365g,20060362138344,(주)고향식품,해당없음,해당없음,N,,해당없음,2,수집,2025-10-10,2026-07-28 00:00:00
P123-224020200-2298,점보4단샌드햄참치,P,가공식품,1,가공식품,23,즉석식품류,23224,샌드위치,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,164,,3.77,3.77,,28.77,5.19,,,,,,309,,,,,,,,,4.72,1.13,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150g,212g,20000368225992,(주)청미,해당없음,해당없음,N,,해당없음,2,수집,2023-12-31,2026-07-28 00:00:00
P101-501000500-5034,전통쑥인절미,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01501,떡,0100000,해당없음,010000005,떡류,00,해당없음,100g,296,,2.00,1.30,,69.00,0.00,,,,,,252,,,,,,,,,0.00,0.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,100g,20180606677165,(주)신라병가 2공장,해당없음,해당없음,N,,해당없음,2,수집,2026-03-27,2026-07-28 00:00:00
P119-204020400-0420,전용목장우유 저지방,P,가공식품,1,가공식품,19,유가공품류,19204,가공우유,1900002,가공유류(축산물가공품),190000204,가공유,00,해당없음,100ml,40,,3.00,1.10,,5.00,5.00,,250,,,,50,,,,,,,,,5.00,0.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,900ml,19930448001107,연세대학교 연세유업,해당없음,㈜컬리,N,,해당없음,2,수집,2022-12-29,2026-07-28 00:00:00
P117-501050100-4699,전국 막창 초벌 훈연 돼지막창,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17501,양념육,1700005,양념육류(축산물가공품),170000501,양념육,00,해당없음,100g,242,,11.00,21.00,,3.00,0.40,,,,,,330,,,,,,,,,165.00,8.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100g,400g,20180536024302,주식회사 달구벌명가식품,해당없음,해당없음,N,,해당없음,2,수집,2025-11-05,2026-07-28 00:00:00
P116-302030200-2102,저스트 군밤 (45g),P,가공식품,1,가공식품,16,농산가공식품류,16302,견과류,1600003,땅콩 또는 견과류가공품류,160000302,땅콩 또는 견과류가공품,00,해당없음,100g,178,,4.44,1.33,,37.78,11.11,,,,,,22,,,,,,,,,0.00,0.22,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,45g,19CN3KN00D9,"TANGSHAN CITY MEIKEDUO FOOD CO., LTD.",(주)동원에프앤비,해당없음,Y,156,중국,2,수집,2026-04-16,2026-07-28 00:00:00
P105-001000100-0832,저당도 딸기잼,P,가공식품,1,가공식품,05,잼류,05001,잼,0500000,해당없음,050000001,잼,00,해당없음,100g,198,,1.00,0.00,,47.00,3.00,,,,,,6,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,20g,220g,2024091045215,진주시농산물종합가공센터,해당없음,해당없음,N,,해당없음,2,수집,2024-11-05,2026-07-28 00:00:00
P101-405000400-8690,저당 소라빵,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01405,기타 빵,0100000,해당없음,010000004,빵류,00,해당없음,100g,294,,7.26,13.27,,36.45,2.39,,,,,,159,,,,,,,,,39.00,6.84,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,90g,2023011168562,킹스베이커리,해당없음,해당없음,N,,해당없음,2,수집,2026-01-09,2026-07-28 00:00:00
P123-204020200-0142,쟁반비빔막국수,P,가공식품,1,가공식품,23,즉석식품류,23204,즉석 면요리,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,155,,3.55,3.55,,27.35,8.10,,,,,,510,,,,,,,,,3.55,0.33,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,395g,200803362281432,(주)후레쉬서브,해당없음,해당없음,N,,해당없음,2,수집,2024-07-01,2026-07-28 00:00:00
P123-208020300-1357,장터 차돌된장찌개,P,가공식품,1,가공식품,23,즉석식품류,23208,찌개/전골류,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,49,,3.50,2.00,,4.00,1.75,,,,,,412,,,,,,,,,4.75,0.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml(g),400g,20100275128136,주식회사 장터,해당없음,해당없음,N,,해당없음,2,수집,2026-01-27,2026-07-28 00:00:00
P109-102010200-4745,장수마을 이츠레드 양파즙,P,가공식품,1,가공식품,09,음료류,09102,액상차,0900001,다류,090000102,액상차,00,해당없음,100ml,26,,0.46,0.00,,5.91,5.82,,,,,,4,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,110ml,202607750103,장수융복합가공지원센터,해당없음,해당없음,N,,해당없음,2,수집,2026-03-05,2026-07-28 00:00:00
P101-405000400-5804,잡채 버스트,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01405,기타 빵,0100000,해당없음,010000004,빵류,00,해당없음,100g,205,,5.00,3.60,,39.00,7.00,,,,,,441,,,,,,,,,0.00,0.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,100g,2018016177254,(주)백두에프엠,해당없음,해당없음,N,,해당없음,2,수집,2024-09-19,2026-07-28 00:00:00
P120-600060000-3209,잔치 바다친구들 한입너겟,P,가공식품,1,가공식품,20,수산가공식품류,20600,기타 수산가공품,2000006,기타 수산물가공품,200000600,해당없음,00,해당없음,100g,191,,13.10,13.00,,5.50,4.40,,,,,,818,,,,,,,,,21.80,2.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,1000g,20000149041469,(주)그린푸드,해당없음,해당없음,N,,해당없음,2,수집,2026-03-23,2026-07-28 00:00:00
P101-207000200-1665,자일톡톡 멜론향,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01207,기타 사탕,0100000,해당없음,010000002,캔디류,00,해당없음,100g,240,,0.00,0.00,,98.00,0.00,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,99.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,10g,50g,20180360234108,스위트 플러스,해당없음,해당없음,N,,해당없음,2,수집,2026-01-26,2026-07-28 00:00:00
P103-102020500-3553,자유시간 밀크엔조이 딸기 mini,P,가공식품,1,가공식품,03,코코아가공품류 또는 초콜릿류,03102,초콜릿과자,0300002,초콜릿류,030000205,초콜릿가공품,00,해당없음,100g,460,,3.00,18.00,,72.00,54.00,,,,,,190,,,,,,,,,10.00,13.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,405g,19940449005324,해태제과식품(주)천안2공장,해당없음,해당없음,N,,해당없음,2,수집,2025-12-05,2026-07-28 00:00:00
P109-802080200-0173,자연생각복숭아홍차아이스티,P,가공식품,1,가공식품,09,음료류,09802,농축음료/베이스,0900008,기타음료,090000802,음료베이스,00,해당없음,100ml,200,,0.00,0.00,,50.00,7.00,,,,,,140,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150ml,980ml,20070440079100,(주)다원,해당없음,해당없음,N,,해당없음,2,수집,2019-06-30,2026-07-28 00:00:00
P116-704070400-0373,자연 부추 감자전,P,가공식품,1,가공식품,16,농산가공식품류,16704,서류가공품,1600007,기타 농산가공품류,160000704,서류가공품,00,해당없음,100g,96,,3.30,0.14,,21.60,3.21,2.4,12,0.33,,209,145,,,,,,,,0.00,0.00,0.09,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,390g,20140444104103,농업회사법인 내추럴쿡 주식회사,해당없음,해당없음,N,,해당없음,2,수집,2026-03-21,2026-07-28 00:00:00
P116-701070100-1575,자몽히비스커스베이스,P,가공식품,1,가공식품,16,농산가공식품류,16701,과일가공품,1600007,기타 농산가공품류,160000701,과·채가공품,00,해당없음,100g,160,,0.00,0.00,,40.00,40.00,,,,,,6,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,80g,201104452921335,(주)흥국에프엔비,해당없음,해당없음,N,,해당없음,2,수집,2025-11-07,2026-07-28 00:00:00
